,1_Movie,AudienceAverageRating,AudienceScore,BoxOffice,Cast,CriticAverageRating,CriticNegativeReviewsCount,CriticPositiveReviewsCount,CriticScore,DirectedBy,Genre,Genre_Action&Adventure,Genre_Animation,Genre_Anime&Manga,Genre_ArtHouse&International,Genre_Classics,Genre_Comedy,Genre_CultMovies,Genre_Documentary,Genre_Drama,Genre_Faith&Spirituality,Genre_Gay&Lesbian,Genre_Horror,Genre_Kids&Family,Genre_Musical&PerformingArts,Genre_Mystery&Suspense,Genre_Romance,Genre_ScienceFiction&Fantasy,Genre_SpecialInterest,Genre_Sports&Fitness,Genre_Television,Genre_Western,InTheaters,OnDisc/Streaming,Rating,Rating_G,Rating_NC17,Rating_NR,Rating_PG,Rating_PG-13,Rating_R,Runtime,Studio,WrittenBy
455,Loren Cass,2.6,25%,"$200,000","Kayla Tabish|Travis Maynard|Lewis Brogan|Jacob Reynolds|Mike Glausier|Din Thomas|Matthew Bistok|John Holmstrom|Robert Shepard|Donna Gilbert|Blag Dahlia|Keith Morris|Omali Yeshitela|Ronald ""Winky"" Wright|Christopher Fuller",6.3,4,9,69%,Christopher Fuller,"Drama,Musical&PerformingArts",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,"Aug25,2006 wide","Nov 24, 2009",NR,0,0,1,0,0,0,83 minutes,Kino International,Christopher Fuller
456,Losing Control,3.3,55%,"$200,000",Miranda Kent|Reid Scott|Kathleen Robertson|Lin Shaye|Steve Howey|Theo Alexander|Elizabeth Tulloch|Ben Weber|Jamison Yang|Neil Hopkins|Alanna Ubach|Samuel Ball|Barry J. Gordon|John Billingsley,3.7,13,1,7%,Valerie Weiss,Comedy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Mar23,2012 limited","Oct 9, 2012",R (for some sexual content and language),0,0,0,0,0,1,91 minutes,Independent Pictures,Valerie Weiss
457,Lost Angels Skid Row Is My Home,4.2,86%,"$11,488",Catherine Keener|Kevin Cohen|Orlando Ward|Danny Harris|Emanuel Compito|Albert Lloyd Olson|Mollie Lowelry|Lee Anne|Detroit|General Dogon|Jeff Thomas,7.2,0,7,100%,Thomas Napper,"Documentary,SpecialInterest",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,"Dec7,2012 limited","Mar 19, 2013",NR,0,0,1,0,0,0,76 minutes,Cinema Libre,Christine Triano
458,Lottery Ticket,3.1,44%,"$24,708,699","Bow Wow|Brandon T. Jackson|Naturi Naughton|Loretta Devine|Ice Cube|Keith David|Terry Crews|Mike Epps|Charlie Murphy|Bill Bellamy|Gbenga Akinnagbe|Chris Williams (XII)|Vince Green|Leslie Jones|Malieek Straughter|Jason Weaver|Teairra Mari|T-Pain|Fahim Najm|Stacie Davis|Andre Mayon|D.J. ""Bishop"" Rogers|Brittany Eady|Timfreit D'Rane|Mike Pniewski|Sky Cameron|Eric J. Little|Taneka Johnson|Tonea Stewart|IronE Singleton|Darryl D. Moore|Danielle Lewis|Shantis Thompson|Maria Duarte|Miko Defoor|Bobby L. Graham, Sr.|L. Stephanie Ray|Lance Toland|Carl Rydlund",4.9,53,27,34%,Erik White,Comedy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Aug20,2010 wide","Nov 16, 2010","PG-13 (for sexual content, language including a drug reference, some violence and brief underage drinking)",0,0,0,0,1,0,99 minutes,Warner Bros. Pictures,Abdul Williams
459,Love and Other Drugs,3.3,53%,"$33,299,999",Jake Gyllenhaal|Anne Hathaway|Oliver Platt|Hank Azaria|Ray Godshall Sr.|Josh Gad|Gabriel Macht|Judy Greer|George Segal|Jill Clayburgh|Kate Jennings Grant|Katheryn Winnick|Kimberly Scott|Peter Friedman|Nikki Deloach|Natalie Gold|Megan Ferguson|Michael Benjamin Washington|Bingo O'Malley|Dorothy Silver|Lucy Roucis|Joan Augustin|Kate Easton|Michael Chernus|Michael Buffer|Maite Schwartz|Max Osinski|Maximilian Osinski|Ian Harding|Josh Breslow|Ian Novick|Joan Roucis|Tess Soltau|Constance Brenneman|Nicole Thomas|Jasper Soffer|Kwame Rakes|Scott Cohen|Sharon Wilkins|Brian Hutchison|Dana Dancho|Lisa Ann Goldsmith|Rick Applegate|Ray Godshall Jr.|Jean Zarzour|Harry O'Toole|Jennifer Delaeo|Deidre Goodwin|Geneva Carr|Vanessa Aspillaga Vazquez|Frank Cantanzano|Patricia Cray|Frank Catanzano|Brian E. Jay|Frank Ferraro|Judy Pergl|Kim Cagni|K|Kristin Spatafore|Larissa S. Emanuele|Loretta Higgins|Kimberly M. Rizzo|Jason Bernard|Nicole Perrone|Jo Newman|Christina Fandino|Teri Clark Linden|Kevin McClatchy,5.8,82,79,49%,Edward Zwick,"Comedy,Drama,Romance",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,"Nov24,2010 wide","Mar 1, 2011","R (for strong sexual content, nudity, pervasive language, and some drug material)",0,0,0,0,0,1,112 minutes,20th Century Fox,"Charles Randolph, Marshall Herskovitz, Edward Zwick"
460,Love Crime,3.2,47%,"$538,356",Ludivine Sagnier|Kristin Scott Thomas|Patrick Mille|Guillaume Marquet|Grald Laroche|Julien Rochefort|Olivier Rabourdin|Marie Guillard|Mike Powers|Matthew Gonder|Jean-Pierre Leclerc,6.1,29,50,63%,Alain Corneau,"ArtHouse&International,Mystery&Suspense",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Sep2,2011 limited","Dec 27, 2011",NR,0,0,1,0,0,0,106 minutes,IFC Films,"Alain Corneau, Nathalie Carter, Natalie Carter"
461,Love Songs,3.9,78%,"$538,356",Louis Garrel|Ludivine Sagnier|Chiara Mastroianni|Grgoire Leprince-Ringuet|Brigitte Roan|Jean-Marie Winling|Alice Butaud|Yannick Renier|Clotilde Hesme|Esteban Carvajal-Alegria|Sylvain Tempier|Esteban Carjaval Alegria|Guillaume Clrice|Annabelle Hettmann|Alex Beaupain,5.9,22,33,60%,Christophe Honor,"ArtHouse&International,Drama,Musical&PerformingArts,Romance",0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,"Mar21,2008 limited","Jun 17, 2008",NR,0,0,1,0,0,0,95 minutes,IFC First Take,Christophe Honor
462,Lover Come Back,3.7,77%,"$538,356",Rock Hudson|Tony Randall|Edie Adams|Jack Oakie|Jack Kruschen|Ann B. Davis|Joe Flynn|Howard St. John|Karen Norris|Jack Albertson|Charles Watts|Donna Douglas|Ward Ramsey|John Litel|Chet Stratton|Mina Vaughn|Barbara Frederick|Nelson Leigh|Richard Deacon|Hilda Plowright|Kathleen Mulqueen|Ted Bessel|Joan Patrick|Al Hodge|William 'Billy' Benedict|Ted Bessell|Barbara Dorothy Clarke,6.4,1,8,89%,Delbert Mann,"Classics,Comedy,Romance",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Dec20,1961 wide","Apr 6, 2004",NR,0,0,1,0,0,0,107 minutes,Universal Pictures,"Stanley Shapiro, Paul Henning"
463,Loving Vincent,4.2,86%,"$6,388,510",Douglas Booth|Jerome Flynn|Robert Gulaczyk|Helen McCrory|Chris O'Dowd|Saoirse Ronan|John Sessions|Eleanor Tomlinson|Aidan Turner,7.2,21,110,84%,"Dorota Kobiela, Hugh Welchman","Animation,Drama",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Sep22,2017 limited","Jan 16, 2018","PG-13 (for mature thematic elements, some violence, sexual material and smoking)",0,0,0,0,1,0,107 minutes,Good Deed Entertainment,"Dorota Kobiela, Hugh Welchman, Jacek Dehnel"
464,Lullaby,3.4,57%,"$6,388,510",Garrett Hedlund|Richard Jenkins|Anne Archer|Jessica Brown Findlay|Amy Adams|Jessica Barden|Terrence Howard|Jennifer Hudson|Zac Ballard|Frankie Shaw|Daniel Sunjata|Danielle Kotch|Miles Kath|Maddie Corman|Anne V|Julian Shatkin|Darren Le Gallo|Sharon Hope|Russell Koplin|Tom Riis Farrell|Sterling Jerins|Sam Freed|David Shiner|Jason Kravitz|Chris Beetem|Philip Seymour Hoffman|Ed Incle|Grace Abbott|Robert Bogue|Brian McCormack|Peter Salzer|Sebastian Hedges Thomas|Jadyn Strand,5.1,20,9,31%,Andrew Levitas,Drama,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Jun13,2014 limited","Jul 2, 2014",R (for language and brief drug use),0,0,0,0,0,1,117 minutes,Arc Entertainment,Andrew Levitas
465,Luther,3.7,74%,"$5,667,046",Joseph Fiennes|Peter Ustinov|Alfred Molina|Bruno Ganz|Jonathan Firth|Claire Cox|Benjamin Sadler|Jochen Horst|Torben Liebrecht|Toren Liebrecht|Uwe Ochsenknecht|Mathieu Carriere|Marco Hofschneider|Christopher Buchholz|Herb Andress|James Babson|Jeff Caster|Doris Prusova|Cesare Cremonini|Lars Rudolph|Jens Winter|Maria Simon|Anatole Taubman,5.2,34,28,45%,Eric Till,"Drama,Faith&Spirituality",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"Sep26,2003 limited","Aug 31, 2004",PG-13 (for disturbing images of violence),0,0,0,0,1,0,120 minutes,R.S. Entertainment Inc.,"Camille Thomasson, Bart Gavigan"
466,Lyle,2.8,34%,"$5,667,046",Gaby Hoffmann|Ashlie Atkinson|Ingrid Jungermann|Michael Che|Kim Allen|Rebecca Street|Eleanor Hopkins,6,0,5,100%,Stewart Thorndike,"Drama,Horror",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,"Sep26,2003 limited","Sep 29, 2015",NR,0,0,1,0,0,0,65 minutes,Stewart Thorndike/Alex Scharfman,Stewart Thorndike
467,M. Butterfly,3.5,68%,"$5,667,046",Jeremy Irons|John Lone|Barbara Sukowa|Ian Richardson|Annabel Leventon|Shizuko Hoshi|Richard McMillan|Deirdre Bowen|Vernon Dobtcheff|David Hemblen|Damir Andrei|Antony Parr|Margaret Ma|Tristram Jellinek|Philip McGough|David Neal|Sean Hewitt (II)|Peter Messaline|Michael Mehlman|Barbara Chilcott|George Jonas|Carl Zvonkin|Viktor Fulop|Cadman Chui|Harriet Chung|Monica Gan|Ayumi Komoda|Tammy Lok|Tracey Oh|Carly Wong Tung Fa|Maria Teresa Uribe,5.6,11,9,45%,David Cronenberg,"Action&Adventure,Drama,Mystery&Suspense",1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,"Oct1,1993 wide","May 18, 2006",R,0,0,0,0,0,1,100 minutes,Warner Home Video,David Henry Hwang
468,Macbeth,3.5,64%,"$1,795,802",Michael Fassbender|Marion Cotillard|David Thewlis|Jack Reynor|Sean Harris|Paddy Considine|Elizabeth Debicki|David Hayman|Ross Anderson|Maurice Roves|Rebecca Benson|Daniel Westwood|Lochlann Harris|Lynn Kennedy|Seylan Baxter|Mac Pietowski|Hilton McRae|Seylan Mhairi Baxter|Dino Fazzani|Paul Ellard|Eleanor Stagg|Amber Rissmann|Kayla Fallon|Barrie Martin|Sam Exley|James Harkness|Jack Madigan|Frank Madigan|Scot Greenan|Brian Sonny Nickels|Scott Dymond|Andrew Gourlay|William Stagg|Matthew Stagg|Gerard Miller|Roy Sampson,7.3,36,143,80%,Justin Kurzel,"ArtHouse&International,Drama",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Dec4,2015 limited","Mar 8, 2016",R (for strong violence and brief sexuality),0,0,0,0,0,1,113 minutes,The Weinstein Company,"Jacob Koskoff, Michael Lesslie, Todd Louiso"
469,Mad to Be Normal,4.3,82%,"$1,795,802",David Tennant|Elisabeth Moss|Michael Gambon|Gabriel Byrne|David Bamber|Olivia Poulet,5.6,7,9,56%,Robert Mullan,"ArtHouse&International,Drama",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Feb16,2018 limited","Feb 16, 2018",NR,0,0,1,0,0,0,106 minutes,Samuel Goldwyn Films,"Robert Mullan, Tracy Moreton"
470,Made in America,3,34%,"$1,795,802",Jay Z|Kanye West|Skrillex|Jill Scott|Santogold|Kanye West|D'Angelo|Gary Clark Jr|Rita Ora|Janelle Mone,5.2,8,10,56%,Ron Howard,"Documentary,Musical&PerformingArts",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,"Jul11,2014 limited","Jul 22, 2014",NR,0,0,1,0,0,0,93 minutes,Phase 4 Films,"Robert Mullan, Tracy Moreton"
471,Madea Goes to Jail,3.8,70%,"$90,485,233",Tyler Perry|Derek Luke|Keshia Knight Pulliam|Ion Overman|Sofa Vergara|Vanessa Ferlito|David Mann|Tamela Mann|RonReaco Lee|Viola Davis|Aisha Hinds|Robin Coleman|Whoopi Goldberg|Judge Greg Mathis|Bobbi Baker|Judge Mablean Ephriam|Tom Joyner|Al Sharpton|Michael Baisden|Steve Harvey|Wanda Smith|Sybil Wilkes|Shirley Strawberry|J. Anthony Brown|Joy Behar|Sherri Shepherd|Elisabeth Hasselbeck|Phil McGraw,4.9,36,14,28%,Tyler Perry,"Comedy,Drama",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Feb20,2009 wide","Jun 16, 2009","PG-13 (for mature thematic material, drug content, some violence and sexual situations)",0,0,0,0,1,0,102 minutes,Lionsgate,Tyler Perry
472,Mademoiselle C,2.8,33%,"$90,485,233",Karl Lagerfeld|Carine Roitfeld|Tom Ford (VIII)|Kanye West|Beyonc Knowles|James Franco|Sarah Jessica Parker|Kate Upton|Donatella Versace|Diane von Furstenberg|Stephanie Seymour|Bruce Weber,5.1,8,8,50%,Fabien Constant,Documentary,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Sep11,2013 limited","Mar 11, 2014",R (for some language and nude images),0,0,0,0,0,1,100 minutes,Cohen Media Group,Tyler Perry
473,Maggie's Plan,3.2,52%,"$3,351,230",Greta Gerwig|Ethan Hawke|Julianne Moore|Travis Fimmel|Bill Hader|Maya Rudolph|Monte Greene|Fredi Walker-Browne|Wallace Shawn|Mina Sundwall|Jackson Frazer|Ida Rohatyn|George Ashiotis|Brendan Titley|Stephen Lin|Alex Morf|Angela Trento|Kathleen Hanna|Tommy Buck|Sue Jean Kim,7.1,23,143,86%,Rebecca Miller,"Comedy,Romance",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"May20,2016 limited","Aug 23, 2016",R (for language and brief sexuality),0,0,0,0,0,1,98 minutes,Rachael Horovitz Productions,Rebecca Miller
474,Making the Boys,3.8,79%,"$33,443",Edward Albee|Mart Crowley|Michael Cunningham|Dominick Dunne|William Friedkin|Cheyenne Jackson|Ed Koch|Larry Kramer|Carson Kressley|Tony Kushner|Laurence Luckinbill|Terrence McNally|Michael Musto|Paul Rudnick|Dan Savage|Christian Siriano|Marc Shaiman|Scott Wittman|Robert Wagner|Peter White,7.4,1,18,95%,Crayton Robey,"Documentary,Musical&PerformingArts,SpecialInterest,Television,Gay&Lesbian",0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,"Nov5,2010 limited","Nov 22, 2011",PG-13,0,0,0,0,1,0,93 minutes,First Run Features,Rebecca Miller
475,Man Push Cart,3.5,65%,"$33,443","Ahmad Razvi|Leticia Dolera|Ali Reza|Charles Daniel Sandoval|Farooq Muhammad|Farooq ""Duke"" Mohammad|Panicker Upendran|Upendran Paniker|Arun Lal|Razia Mujahid|Altaf Houssein|Hassan Razvi|Mustafa Razvi|Bill Lewis|Abdelrahma Abdelaziz|Ronak Ricky Patel|Shaana Diya|Bhavana Toor|Adrian Quezada|Atif Muhammad Mirza|Hui Rao|Issam Abdelkader|Qamar Bukhari|Asim Mujahid|Mousa Kraish|Mariam Sologashvili|Thomas Russo|Marcus Bonne|Paul Ross|Darryl Meadows|Linda K. Alexis|Damita Spencer|Katherine Boyle|David E. Boyle|Edward Harper|Ana Brzova|Katharyn Yew|Cynthia Martin|Sybil Prince|Nicholas Elliot",6.9,6,42,88%,Ramin Bahrani,Drama,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"May12,2006 wide","Oct 9, 2007",NR,0,0,1,0,0,0,86 minutes,Films Philos,Ramin Bahrani
476,Maps to the Stars,3,44%,"$338,190",Julianne Moore|John Cusack|Robert Pattinson|Mia Wasikowska|Olivia Williams|Sarah Gadon|Evan Bird|Dawn Greenhalgh|Kiara Glasco|Jonathan Watton|Jennifer Gibson|Gord Rand|Justin Kelly (XII)|Niamh Wilson|Clara Pasieka|Emilia McCarthy|Allegra Fulton|Domenic Ricci II|Jayne Heitmeyer|Sean Robertson|Ari Cohen|Joe Pingue|Christian Lloyd|Donald Burda|Carrie Fisher|Amanda Brugel|Alden Adair|David Amito|Dan Lett|Sandra Battaglini|Joanne Reece|Chris Anton|George Kolitsopoulos|Joseph Murray|Adrienne Wilson|Murray Furrow|Neil Girvan,6.3,58,90,61%,David Cronenberg,Comedy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Feb27,2015 limited","Apr 14, 2015","R (for strong disturbing violence and sexual content, graphic nudity, language and some drug material)",0,0,0,0,0,1,112 minutes,Focus Features,Bruce Wagner
477,March of the Penguins,3.5,80%,"$77,100,000",Romane Bohringer|Charles Berling|Jules Sitruk|Morgan Freeman|Jeff Schindler,7.8,10,171,94%,Luc Jacquet,Documentary,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Jun24,2005 wide","Nov 29, 2005",G,1,0,0,0,0,0,80 minutes,Warner Independent Pictures,"Luc Jacquet, Michel Fessler"
478,Maria Full of Grace,3.8,87%,"$6,517,198",Catalina Sandino Moreno|Yenny Paola Vega|Virginia Ariza|Virgina Ariza|Johanna Andrea Mora|Wilson Guerrero|John lex Toro|Guilied Lopez|Patricia Rae|Fernando Joel Velasquez|Orlando Tobon|Jaime Osorio Gomez|Mateo Suarez|Fabricio Suarez|Juana Guarderas|Rodrigo Sanchez Borhorquez|Charles Albert Patino|Evangelina Morales|Victor Macias|Hugo Ferro|Ana Maria Acosta|Ada Vergara De Solano|Maria Consuelo Perez|Eddie Trucco|Ed Trucco|Selenis Leyva|Juan Porras Hincapie|Oscar Bejarano|Singkhan Bandit|Patrick Rameau|Monique Gabriela Curnen|Lourdes Martin|Osvaldo Plasencia,8,5,137,96%,Joshua Marston,"ArtHouse&International,Drama",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Jul16,2004 limited","Dec 7, 2004",R (for drug content and language),0,0,0,0,0,1,101 minutes,New Line Cinema,Joshua Marston
479,Mark Felt The Man Who Brought Down the White House,3.2,44%,"$766,428",Liam Neeson|Diane Lane|Marton Csokas|Josh Lucas|Tony Goldwyn|Michael C. Hall|Tom Sizemore|Wendi McLendon-Covey|Ike Barinholtz|Bruce Greenwood|Brian d'Arcy James|Kate Walsh|Noah Wyle|Maika Monroe|Julian Morris|Eddie Marsan|Stephen Michael Ayers|Wayne Pre|Darryl Cox|Jeff Sprauve|Scott Poythress|Frank Hoyt Taylor|Jessica Young|Ricky Wayne|L. Warren Young|Charles Green|Michael Crider|Jeffrey Dezenski|Kandace Michelle Howard,5.4,70,38,35%,Peter Landesman,Drama,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Sep29,2017 limited","Jan 9, 2018",PG-13 (for some language),0,0,0,0,1,0,101 minutes,Sony Pictures Classics,Peter Landesman
480,Marrowbone,3.8,67%,"$766,428",Anya Taylor-Joy|George MacKay|Mia Goth|Charlie Heaton|Matthew Stagg|Kyle Soller|Thomas Fisher|Nicola Harrison,4.7,11,8,42%,Sergio G. Snchez,"Horror,Mystery&Suspense",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,"Apr13,2018 limited","Apr 13, 2018",R (some violence),0,0,0,0,0,1,110 minutes,Magnolia Pictures,Sergio G. Snchez
481,Mary Pickford The Muse of the Movies,N,N/A,"$766,428",N/A,N,0,0,N/A,Sergio G. Snchez,"Horror,Mystery&Suspense",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,"Apr13,2018 limited","Apr 13, 2018",R (some violence),0,0,0,0,0,1,110 minutes,Magnolia Pictures,Sergio G. Snchez
482,Master and Commander The Far Side of the World,3.4,80%,"$92,100,000",Russell Crowe|Paul Bettany|James D'Arcy|Edward Woodall|Max Pirkis|Jack Randall|Max Benitz|Lee Ingleby|Richard Pates|Robert Pugh|Richard McCabe|Ian Mercer|Tony Dolan|David Threlfall|Billy Boyd|Bryan Dick|Joseph Morgan|George Innes|William Mannering|Patrick Gallagher|Alex Palmer|Mark Lewis Jones|John De Santis|Ousmane Thiam|Thierry Segall|Chris Larkin,7.6,33,179,84%,Peter Weir,"Action&Adventure,Drama",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Nov14,2003 wide","Apr 20, 2004","PG-13 (for intense battle sequences, related images, and brief language)",0,0,0,0,1,0,137 minutes,20th Century Fox,"Peter Weir, John Collee"
483,Matthew Barney No Restraint,3.4,56%,"$92,100,000",Matthew Barney|Bjrk|Barbara Gladstone|Jacques Herzog|Richard Flood|Nancy Specter|Gabe Bartalos|Peter Strietmann|Robert Barney,6,10,11,52%,Alison Chernick,"Documentary,Kids&Family,Musical&PerformingArts,SpecialInterest",0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,"Dec20,2006 limited","May 1, 2007",NR (nothing objectionable),0,0,1,0,0,0,70 minutes,IFC First Take,"Peter Weir, John Collee"
484,Max Steel,3,45%,"$3,771,397",Ben Winchell|Maria Bello|Ana Villafae|Josh Brener|Andy Garcia|Mike Doyle|Phillip DeVona|Billy Slaughter|Al Mitchell|Lawrence Kao|Jahnee Wallace|Avis-Marie Barnes|Brandon Larracuente|Clayton Frey|Megan Hayes|Elizabeth Ludlow|Will Milvid|Adam Poole|Tim Greene|Rochelle Aycoth|Mary Christina Brown|Noah Clevenger|Emily Grealish|Megan Grealish|Richard Wes Howren|Julionne Johnson|Nachele Johnson|Brett Kelley|Kyle Martinez|Payton McAdams|Kaitlyn McCarthy|Amijah McEachern|Brigham McNeely|Michael Mercaldi|Briana Morell|Gabrielle Morell|Niyi Oni,2.5,20,0,0%,Stewart Hendler,"Action&Adventure,Comedy,ScienceFiction&Fantasy",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Oct14,2016 wide","Jan 10, 2017",PG-13 (for some sci-fi action violence),0,0,0,0,1,0,100 minutes,Open Road Films,Christopher Yost
485,Me Before You,3.8,73%,"$56,228,651",Emilia Clarke|Sam Claflin|Vanessa Kirby|Charles Dance|Jenna-Louise Coleman|Matthew Lewis|Janet McTeer|Stephen Peacocke|Brendan Coyle|Ben Lloyd-Hughes|Eileen Dunwoodie|Pablo Raybould|Gabrielle Downey|Henri Kirkham|Samantha Spiro|Muzz Khan|Richard Goulding|Diane Morgan|Stephen Chance|Joanna Lumley|Sharon Ballard|Lily Travers|Chuku Modu|Verity Marshall|Manuel Severi,5.6,72,92,56%,Thea Sharrock,Drama,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Jun3,2016 wide","Aug 30, 2016",PG-13 (for thematic elements and some suggestive material),0,0,0,0,1,0,110 minutes,Warner Bros. Pictures,Jojo Moyes
486,Meet Bill,3.1,44%,"$56,228,651",Aaron Eckhart|Jessica Alba|Elizabeth Banks|Timothy Olyphant|Logan Lerman|Kristen Wiig|Jason Sudeikis|Holmes Osborne|Craig Bierko|Todd Louiso|Reed Diamond|Andy Zou|Ana Lucasey|Constance Barron|Marisa Coughlan,3.8,16,4,20%,"Melisa Wallack, Bernie Goldmann",Comedy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Apr4,2008 wide","Jul 15, 2008","R (for language, some drug use and sex-related material)",0,0,0,0,0,1,97 minutes,First Look,Melisa Wallack
487,Meet John Doe,3.8,83%,"$56,228,651",Gary Cooper|Barbara Stanwyck|Walter Brennan|Edward Arnold|James Gleason|Spring Byington|Gene Lockhart|Rod La Rocque|Irving Bacon|Regis Toomey|Warren Hymer|Aldrich Bowker|Ann Doran|Sterling Holloway|Madge Crane|J. Farrell MacDonald|Pat Flaherty|Carlotta Jelm|Tina Thayer|Bennie Bartlett|Sarah Edwards|Stanley Andrews|Andrew Tombes|Pierre Watkin|Garry Owen|Charles C. Wilson|Gene Morgan|Cyril Thornton|Edward Earle|M.J. Frankovich|Margaret Crane|Harry Holman|Bess Flowers|Emma Tansey|Mitchell Lewis|Eddie Fetherstone|Billy Curtis|Johnny Fern|Vernon Dent|Vaughan Glaser|Selmer Jackson|Knox Manning|John B. Hughes|Lucia Carroll|James M. McNamara|Frank Austin|Edward Keane|Lafe [Lafayette] McKee|Edward McWade|Guy Usher|Walter Soderling|John Hamilton|William Forrest|Charles K. French|Edward Hearn|Hank Mann|James Millican|Harry Davenport|Paul Everton|Forrester Harvey|Mary Benoit|Mildred Coles|Eddie Kane|Melvin Lang|Alphonse Martell|Wyndham Standing|Edwin Stanley|Isabelle La Mal|Alfred Hall|George Melford|Henry Roquemore|John Ince|Gail Newbray|Earl Bunn|Edmund Cobb|Jack Cheatham|Lew Davis|Howard Chase|Floyd Criswell|Carl Ekberg|Frank Fanning|Eddie Fetherston|Walter Finden|Lotta Williams|Jack Gardner|William Gould|Kenneth Harlan|Richard Kipling|Frank Meredith|Jack Mower|Cliff Saum|Don Turner|Forbes Murray|Maris Wrixon|Susan Peters|Frank Mayo|Wedgewood Nowell|Evelyn Barlowe|Fritzi Brunette|Lucie Carroll|Florence Lawler|Evelyn Dockson|Ethel Gilstrom|Claire Meade|Mrs. Wilfred North|Elsa Peterson|Sada Simmons|Bessie Wade|Lillian West|Mack Gray|Jay Guedillio|Donald Hall|James Harrison|Max Hoffman Jr.|Frank Jaquet|Charles McAvoy|Larry McGrath|Joe McGuinn|Tom McGuire|Frank Moran|Clark Morgan|George Pembroke|Bob Perry|Edward Peil Sr.|Hal Price|Stanley Price|Don Roberts|Thomas W. Ross|Bernard Wheeler|Ed Williams|Max Blum|Sidney Bracey|Glen Cavender|Inez Gay|Bess Meyers|Sally Sage|Lottie Williams|Eddie Graham|Stuart Holmes|Al Lloyd|Paul Panzer|Jack Richardson|Leo White|Tom Wilson|Charles Trowbridge|Fredrik Vogeding|Jack Wise|Frank C. Moran|George H. Melford,7.5,2,17,89%,Frank Capra,"Classics,Comedy,Drama",0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Jan1,1941 wide","Aug 30, 2005",NR,0,0,1,0,0,0,123 minutes,Madacy Entertainment,"Richard Connell, Robert R. Presnell, Sr., Robert Riskin"
