,1_Movie,AudienceAverageRating,AudienceScore,BoxOffice,Cast,CriticAverageRating,CriticNegativeReviewsCount,CriticPositiveReviewsCount,CriticScore,DirectedBy,Genre,Genre_Action&Adventure,Genre_Animation,Genre_Anime&Manga,Genre_ArtHouse&International,Genre_Classics,Genre_Comedy,Genre_CultMovies,Genre_Documentary,Genre_Drama,Genre_Faith&Spirituality,Genre_Gay&Lesbian,Genre_Horror,Genre_Kids&Family,Genre_Musical&PerformingArts,Genre_Mystery&Suspense,Genre_Romance,Genre_ScienceFiction&Fantasy,Genre_SpecialInterest,Genre_Sports&Fitness,Genre_Television,Genre_Western,InTheaters,OnDisc/Streaming,Rating,Rating_G,Rating_NC17,Rating_NR,Rating_PG,Rating_PG-13,Rating_R,Runtime,Studio,WrittenBy
164,Children Of Invention,3.4,60%,"$23,678,226",Cindy Cheung|Crystal Chiu|Michael Chen|Frank Pando|Kieran Campion|Jackson Ning|Yan Xi|Suzan Mikiel Kennedy|Ruth Zhang|Lu Yu|Lynn Mastio Rice|Katie Kreisler|Kathleen Kwan|Han Tang|Dustin Sullivan|Wai Ching Ho|Takeo Lee Wong|Kenneth Lee|Amy J. Cheng|Ai Cheng|Stephen Gevedon|Remmi Franklin|Ronald Thomas|Karlene Baptiste|Avery Pearson|Robert Kelly|Michael Pemberton|Janine Mahoney|Jared Sprague|Mellini Kantayya|Laurie J. Williams,6.7,3,11,79%,Tze Chun,Drama,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Mar12,2010 limited","Aug 10, 2010",NR,0,0,1,0,0,0,86 minutes,Independent Films,Tze Chun
165,Children of Love,2.8,33%,"$23,678,226",Nathalie Stas|Winnifred Vigilante|Michael Philpot|Olivier Ythier|Fauve De Loof|Jean-Louis Leclercq|Winnie Vigilante,6.6,1,6,86%,Geoffrey Enthoven,"ArtHouse&International,Documentary,Drama",0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"Dec24,2003 wide","Jul 24, 2007",NR,0,0,1,0,0,0,87 minutes,Vanguard,Tze Chun
166,Chinese Puzzle,3.6,67%,"$23,678,226",Romain Duris|Audrey Tautou|Ccile De France|Kelly Reilly|Sandrine Holt|Margaux Mansart|Pablo Mugnier-Jacob|Flore Bonaventura|Benot Jacquot,6.5,15,48,76%,Cdric Klapisch,"Comedy,Drama,Romance",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,"May16,2014 limited","Oct 14, 2014","R (for sexual content, nudity and language)",0,0,0,0,0,1,117 minutes,Cohen Media Group,Cdric Klapisch
167,Chinese Zodiac,3.2,45%,"$23,678,226",Jackie Chan|Cary Woodworth|Sang-woo Kwon|Qi Shu|Laura Weissbecker|Liao Fan|Yao Xingtong|Vincent Sze|Oliver Platt|Zhang Lanxin|Kenny G|Pierre Bourdaud|Alaa Safi|Rosario Amedeo|Caitlin Dechelle|Jonathan Lee|Bo-lin Chen|Steve Yoo,5.2,5,3,38%,Jackie Chan,Action&Adventure,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Oct18,2013 limited","Mar 25, 2014","PG-13 (for martial arts action, some violent content and brief nudity)",0,0,0,0,1,0,141 minutes,WAMCR,Jackie Chan
168,Chris & Don,3.9,84%,"$157,417",Don Bachardy|Christopher Isherwood|Katherine Bucknell|Leslie Caron|Jim Berg|John Boorman|Liza Minnelli|James P. White|Jack Larson|Sara Hodson|Gloria Stuart|Michael York,7.5,2,34,94%,"Tina Mascara, Guido Santi","Documentary,Musical&PerformingArts,SpecialInterest,Gay&Lesbian",0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,"Aug31,2007 wide","Feb 24, 2009",NR,0,0,1,0,0,0,90 minutes,Zeitgeist Films,Jackie Chan
169,Christine,3.2,63%,"$157,417",Keith Gordon|John Stockwell|Alexandra Paul|Robert Prosky|Harry Dean Stanton|Christine Belford|Roberts Blossom|William Ostrander|David Spielberg|Malcom Danare|Malcolm Danare|Steven Tash|Stuart Charno|Kelly Preston|Marc Poppel|Robert Barnell|Karen Rea|Robert Darnell|Richard Collier|Bruce French|Douglas Warhit|Jan Burrell,5.9,8,17,68%,John Carpenter,"Horror,Mystery&Suspense",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,"Jun1,1983 wide","Sep 28, 2004",R,0,0,0,0,0,1,105 minutes,Sony Pictures Home Entertainment,"Bill Phillips, John Carpenter"
170,Christmas in Connecticut,3.7,75%,"$157,417",Barbara Stanwyck|Dennis Morgan|Sydney Greenstreet|Reginald Gardiner|S.Z. Sakall|Robert Shayne|Una O'Connor|Frank Jenks|Joyce Compton|Dick Elliott|Betty Alexander|Douglas Carter Beane|Allen Fox|Lillian Bronson|Charles Sherlock|Arthur Ayleswofth|Jody Gilbert|Charles Arnt|Fred Kelsey|Jo Gilbert|Jack Mower|John Dehner|Pat Lane|Robert Machray|Marie Blake|Charles Marsh|Olaf Hytten|John O'Connor|Walter S. Baldwin|Emmett E. Smith,7.2,2,14,88%,Peter Godfrey,"Classics,Comedy",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Jan1,1945 wide","Nov 8, 2005",G,1,0,0,0,0,0,101 minutes,Warner Bros. Pictures,"Lionel Houser, Adele Comandini"
171,Christmas With the Kranks,2.8,37%,"$73,701,902",Tim Allen|Jamie Lee Curtis|Dan Aykroyd|M. Emmet Walsh|Elizabeth Franz|Cheech Marin|Jake Busey|Kevin Chamberlain|Austin Pendleton|Tom Poston|Julie Gonzalo|Ren Lavan|Caroline Rhea|Felicity Huffman|Patrick Breen|Arden Myrin|John Short|Bonita Friedericy|Kevin Chamberlin|David Hornsby|Lyndon Smith|Ryan Pfening|Mark Christopher Lawrence|Jan Hoag|Joe Guzaldo|David L. Lander|Kim Rhodes|Patrick O'Connor|Doug Cox|Matt Walsh|Andrew Daly|Dawn Didawick|Cary Thompson|Julia Roth|Taylor Block|Eryn Nicole Gonsalves|Chelsea Broussard|J.P. Romano|Rachel L. Smith|Erik Per Sullivan,2.8,124,7,5%,Joe Roth,"Comedy,Kids&Family",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"Nov24,2004 wide","Nov 8, 2005",PG (for brief language and suggestive content),0,0,0,1,0,0,94 minutes,Sony Pictures,Chris Columbus
172,Church Ball,3,39%,"$267,846","Fred Willard|Andrew Wilson|Clint Howard|Gary Coleman|Ross Brockley|Curt Doussett|Larry Bagby|Amy Stewart|Chad Long|Stan Ellsworth|Steve Anderson|Sina Amedson|Thurl Bailey|Mindy Young|Dillan Conrad|Hilary Hughes|Melanie Harding|Catherine Shumway|Keri Hatfield|Bita Adabkhah|Dale Critchlow|Rod ""Hot"" Hundley|Mark Eaton|Michael Birkeland|Jimmy Chunga|Travis Eberhard|Brooke Kalama|Kareem Abdul-Jabbar II|Kevin Whimpy|Kyle Whimpy|Johnny Biscuit|David Nibley|Joelle Wilson|Susan Rounkles|Carrie Bowers|Cathy Madsen|Dan ""Sqwiggs"" Jaster|Peter May|Jeff Olson|Larry Miller|Rachel Good|Riley Terry|Dave Hansen|Travis Welch|Chandler Smith|Kandi James|Kala Alexander|Jonnie Tolman|Matthew Hale|Aaron Shober|Vern Cottrell|Maclain Nelson|Tim Whitaker|Alex Frazier|Spencer Greer|Parker Wright|Patrick Lyons|David Ojuka|Zach Frazier|Larry Schlappi|Peter Pilling|Tyler Schlappi|David Callahan|David Rodee|Bill Poppin|Karl Riding|Benjamin Peterson|Kip Fowler|Mark Madsen|Leroy ""Big Budda"" Teo|Daryn Tufts|Sekoa Aiono|Manoa Benjamin|Michael Faasou|Rudy Aiono|Spencer Pei|Nuuuli Brown|Edward Gasu|A. Pulu Peleti|Joseph Morgan|Howard Tapusoa|Sione Fehoko|Richard Rowley|Ray Purcell|Tom Farnsworth|Brad Plowman|Johnny Craddock|Amber Hawkins|Brad Call|Justin Thornton|Amber Bollinger|Tyler Workman|Mike Schlappi|Casey Scott|Mike Mecham|Bernie Diamond|Ricky Carter|Jacob Stayner",4.3,9,2,18%,Kurt Hale,"Comedy,Drama,Faith&Spirituality,Sports&Fitness",0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,"Mar17,2006 wide","Sep 26, 2006",PG,0,0,0,1,0,0,91 minutes,Halestorm Entertainment,"Kurt Hale, Stephen Rose, Paul Eagleston"
173,Ciao,3.2,43%,"$267,846",Adam Neal Smith|Alessandro Calza|Ethel Lung|Charles W. Blaum|Chuck Blaum|John S. Boles|Margaret Lake|Tiffany Vollmer,4.9,9,3,25%,Yen Tan,"Drama,Gay&Lesbian",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,"Dec5,2008 limited","Mar 23, 2010",R (for language including sexual references),0,0,0,0,0,1,87 minutes,Regent Releasing/here! Films,"Alessandro Calza, Yen Tan"
174,Cinderella II Dreams Come True,2.9,32%,"$267,846",Jennifer Hale|Christopher Daniel Barnes|Corey Burton|Rob Paulsen|Susan Blakeslee|Tress MacNeille|Andre Stojka|Russi Taylor,3.2,8,1,11%,John Kafka,"Animation,Kids&Family,ScienceFiction&Fantasy",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"Feb26,2002 limited","Dec 18, 2007",G,1,0,0,0,0,0,73 minutes,Walt Disney Pictures,"Alessandro Calza, Yen Tan"
175,Circo,3.8,80%,"$77,466",Moises Ponce|Alexia Ponce|Tino Ponce|Alejandra Ponce|Tacho Ponce|Ivonne Ponce|Julio Ponce|Cascaras Ponce|Gilberto Ponce|Lupe Ponce|Naydelin Ponce,7.7,2,24,92%,Aaron Schock,"ArtHouse&International,Documentary,Drama,SpecialInterest",0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,"Apr1,2011 wide","Sep 20, 2011",NR,0,0,1,0,0,0,75 minutes,First Run Features,"Mark Becker, Aaron Schock"
176,Citizenfour,4.1,87%,"$77,466",Glenn Greenwald|Bill Binney|Jacob Appelbaum|Ewen Macaskill|Jeremy Scahill|Judge M. Margaret McKeown|Kevin Bankston|Judge Harry Pregerson|H. Thomas Byron|Judge Michael Daly Hawkins|Jonathan Tall Man|Robert Tibbo|Juan Jose Martinez Casado|Roberto Kaz|Julian Borger|Paul Johnson|Nick Hopkins|Julian Assange|Marcel Bosonnet|Wolfgang Kaleck|Ben Wizner|William Bourdon,8.2,5,135,96%,Laura Poitras,Documentary,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Oct21,2014 limited","Aug 25, 2015",R (for language),0,0,0,0,0,1,114 minutes,Radius-TWC,"Mark Becker, Aaron Schock"
177,Class of 1984,3.3,67%,"$77,466",Perry King|Merrie Lyn Ross|Timothy Van Patten|Merrie Lynn Ross|Roddy McDowall|Michael J. Fox|Al Waxman|Lisa Langlois|David Gardner|Stefan Arngrim|Keith Knight|Neil Clifford|Erin Flannery|Robert Reece|Joseph Kelly|Elva Mai Hoover|Claude Rae,6.2,4,12,75%,Mark L. Lester,"Action&Adventure,Drama,Horror,Mystery&Suspense",1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,"Jan1,1982 wide","Jan 17, 2006",R (N/A),0,0,0,0,0,1,96 minutes,United Film Distribution,"Mark L. Lester, Tom Holland, John Saxton"
178,Clean,3.2,66%,"$77,466",Maggie Cheung|Nick Nolte|James Dennis|Beatrice Dalle|Jeanne Balibar|Don McKellar|James Johnston|Martha Henry|Remi Martin|Laetitia Spigarelli|Tricky|Liz Densmore|David Roback|Emily Haines|Ian Brown|Laura Smet,6.6,18,48,73%,Olivier Assayas,"ArtHouse&International,Drama",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Mar18,2005 wide","Jul 18, 2006",R (for drug content language and brief nudity),0,0,0,0,0,1,111 minutes,Palm,Olivier Assayas
179,Clear History,3.3,54%,"$77,466",Larry David|Jon Hamm|Bill Hader|Philip Baker Hall|Kate Hudson|Michael Keaton|Danny McBride (IV)|Eva Mendes|Amy Ryan|JB Smoove,6.6,10,12,55%,Greg Mottola,Comedy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Mar18,2005 wide","Nov 5, 2013",NR,0,0,1,0,0,0,120 minutes,HBO Films,"Larry David, Alec Berg, David Mandel, Jeff Schaffer"
180,Closed Circuit,2.9,31%,"$9,655,979",Eric Bana|Rebecca Hall|Ciarn Hinds|Riz Ahmed|Anne-Marie Duff|Kenneth Cranham|Julia Stiles|Jim Broadbent|Denis Moschitto|Kate Lock|Katherine Press|Patrick Warner|Ryon Nixon|Daniel Tuite|Zora Bishop|Vicky Jam|Zahra Ahmadi|Steve North|Pinar Ogun|Hasancan Cifci|Andrew Havill|James Lowe|John Humphrys|David Sibley|Doug Allen|Jemma Powell|Isaac Hempstead Wright|Luing Andrews|Neil D'Souza|Barbora Bobulova|Dexter Galang|Jonathan Chan-Pensley|Matthew Cullum|Sam Woodward|Ben Loyd-Holmes|Robert McCafferty|Angus Wright|Adjoa Andoh|Adam Tedder|Munir Khairdin|Huseyin Poyraz|Hemi Yeroham|Baris Celiloglu,5.4,74,56,43%,John Crowley,Mystery&Suspense,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Aug28,2013 wide","Jan 7, 2014",R (for language and brief violence),0,0,0,0,0,1,96 minutes,Focus Features,Steven Knight
181,Closer,3.5,81%,"$33,987,757",Natalie Portman|Jude Law|Julia Roberts|Clive Owen|Colin Stinton|Nick Hobbs,6.6,66,140,68%,Mike Nichols,Drama,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Dec3,2004 wide","Mar 29, 2005","R (for sequences of graphic sexual dialogue, nudity/sexuality and language)",0,0,0,0,0,1,103 minutes,Sony Pictures,Patrick Marber
182,Closet Monster,3.7,72%,"$41,866",Connor Jessup|Aaron Abrams|Aliocha Schneider|Isabella Rossellini|Joanne Kelly|Jack Fulton|Sofia Banzhaf|Jinji Dawson|Mary Walsh|Meghan Cullen|Marthe Bernard|James Hawksley|Brad Nippard|Paula Morgan|Megan Kennedy|Jonathan Watton|Sean Panting|Megan Rose Jones|Tim Myles|Wangeci Warui|Emma McIsaac|Teigan Follett|Ross Moore|Kimberley Drake|Renee Dumaresque|Leah McPherson|Chunk|Mama|Blood Thirsty,6.6,5,20,80%,Stephen Dunn,Drama,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Sep23,2016 limited","Jan 10, 2017",NR,0,0,1,0,0,0,90 minutes,Rhombus Media,Stephen Dunn
183,Cloudy With a Chance of Meatballs,3.2,71%,"$124,870,275",Bill Hader|Anna Faris|James Caan|Andy Samberg|Bruce Campbell|Mr. T|Bobb'e J. Thompson|Benjamin Bratt|Neil Patrick Harris|Al Roker|Tracy Morgan|Lauren Graham|Will Forte|Max Neuwirth|Peter Siragusa|Angela Shelton|Neil Flynn|Liz Cackowski|Isabella Acres|Shane Baumel|Cody Cameron|John Cygan|Paul Eiding|Gary A. Hecker|Sherry Lynn|Mona Marshall|Christopher Miller|Jan Rabson|Jeremy Shada|Melissa Sturm|Lori Alan|Bob Bergen|Marsha Clark|Ann Dominic|Jess Harnell|Phil Lord|Danny Mann|Mickie T. McGowan|Laraine Newman|Grace Rolek|Will Shadley|Ariel Winter,7.3,19,122,87%,"Chris Miller, Christopher Miller, Phil Lord","Animation,Comedy,Kids&Family",0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"Sep18,2009 wide","Jan 5, 2010",PG (for brief mild language),0,0,0,1,0,0,81 minutes,Sony Pictures,"Chris Miller, Christopher Miller, Phil Lord, Judi Barrett"
184,Club Dread,2.7,43%,"$4,559,739",Jay Chandrasekhar|Kevin Heffernan|Steve Lemme|Paul Soter|Erik Stolhanske|Brittany Daniel|Bill Paxton|Jordan Ladd|M.C. Gainey|Lindsay Price|Michael Weaver|Nat Faxon|Samm Levine|Dan Montgomery Jr.|Elena Lyons|Tanja Reichert|Tony Amendola|Michael Yurchak|Richard Perello|Julio Bekhor|Greg Cipes|Ryan Faulkner|Veronica Segura|Jessica Moreno|Heather Pemble|Jose Cruz|Claudia Palacios,4.4,72,29,29%,Jay Chandrasekhar,"Comedy,Horror",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Feb27,2004 wide","May 25, 2004","R (for violence/gore, sexual content, language and drug use)",0,0,0,0,0,1,103 minutes,Fox Searchlight Pictures,"Erik Stolhanske, Broken Lizard, Steve Lemme, Jay Chandrasekhar, Kevin Heffernan, Paul Soter"
185,Cockneys vs Zombies,3.1,45%,"$4,559,739",Harry Treadaway|Rasmus Hardiker|Michelle Ryan|Honor Blackman|Georgia King|Jack Doolan|Alan Ford|Ashley Bashy Thomas|Harry Treadway|Richard Briers,5.7,12,34,74%,Matthias Hoene,"ArtHouse&International,Comedy,Horror",0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Aug2,2013 limited","Sep 3, 2013",NR,0,0,1,0,0,0,88 minutes,Shout! Factory,"James Moran, Lucas Roche"
186,Cold Moon,3,37%,"$4,559,739",Josh Stewart|Christopher Lloyd|Robbie Kay|Candy Clark|Frank Whaley|Madison Wolfe|Tommy Wiseau|Rachele Brooke Smith|Laura Cayouette|Michael Papajohn|Chester Rushing|Jaiden Kaine|Joe Chrest|Billy Slaughter|James Moses Black|Carol Sutton|Marcus Lyle Brown,5.8,2,5,71%,Griff Furst,Mystery&Suspense,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Oct6,2017 limited","Oct 6, 2017",NR,0,0,1,0,0,0,92 minutes,Uncork'd Entertainment,"Griff Furst, Jack Snyder"
187,Collide,2.9,35%,"$2,196,654",Nicholas Hoult|Anthony Hopkins|Ben Kingsley|Felicity Jones|Marwan Kenzari|Nadia Hilker|Clemans Schick|Christian Rubeck|Aleksandar Jovanovic|Johnny Palmiero|Erdal Yildiz|Ben Hecker|Joachim Krl|Markus Klauk|Michael Epp|Christina Hecke|Lara Melina Siebertz,4,24,7,23%,Eran Creevy,"Action&Adventure,Mystery&Suspense",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Feb24,2017 wide","May 30, 2017","PG-13 (for violence, frenetic action, some sexuality, language, and drug material)",0,0,0,0,1,0,99 minutes,Open Road Films,"F. Scott Frazier, Eran Creevy"
188,Coming Up Roses,3.9,67%,"$2,196,654",Bernadette Peters|Rachel Brosnahan|Peter Friedman|Reyna de Courcy|Shannon Esper|Ann Dowd|Jayce Bartok|Adam Garcia|David Cale|Sadie Feighan|Malachy McCourt|Ari Butler|Andrew Polk|Amelia Campbell|Susan O'Connor|Jamie Hurley|Christopher Durham|Daniel Oreskes|Jordan Hall|Neal Materazzo|Neal Matarazzo|Michael Willis|Kate Rogal,4.8,5,1,17%,Lisa Albright,Drama,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Nov9,2012 limited","Oct 20, 2014",R,0,0,0,0,0,1,93 minutes,Dada Films,"Lisa Albright, Christina Lazaridi"
189,Conan O'Brien Can't Stop,3.6,68%,"$267,097","Conan O'Brien|Jimmy Vivino|Scott Healy|Mike Merritt|James Wormworth|Jerry Vivino|Mark Pender|Richie ""La Bamba"" Rosenberg|Fredericka Meek|Rachel Hollingsworth",6.8,14,59,81%,Rodman Flender,"Comedy,Documentary,SpecialInterest",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,"Nov9,2012 limited","Sep 13, 2011",R (for language),0,0,0,0,0,1,89 minutes,Abramorama,"Lisa Albright, Christina Lazaridi"
190,Conan the Barbarian,2.7,30%,"$21,300,000",Jason Momoa|Rachel Nichols|Stephen Lang|Rose McGowan|Said Taghmaoui|Ron Perlman|Leo Howard|Steven O'Donnell|Steve O'Donnell|Raad Rawi|Nonso Anozie|Bob Sapp|Milton Welsh|Laila Rouass|Borislav Illiev|Nathan Jones|Diana Lubenova|Ioan Karamfilov|Raicho Vasilev|Stanimir Stamatov|Nikolai Stanoev|Ivana Staneva|Alina Puscau|Zlatka Raikova|Anton Trendafilov|Aysun Aptulova|Daniel Rashev|Samuel Hargrave|Sam Hargrave|Jackson Spidell|Guilermo Grispo|Guillermo Alejandro Grispo|Radoslav Parvanov|Teodora Duhovnikova|Shelly Varod|Tezdjan Ahmedova|Uliana Vin|Yoana Temelkova|Nadia Konakchieva|Petya Mlluseva|Ruslana Kaneva|Gloria Petkova|Zdravka Krastenyakova|Stanislav Pishtalov|Velimer Velev|Zhaidarbek Kunguzhinov|Zhaidarbek Kunguzhino|Eric Laciste|Brian Andrew Mendoza|Nuo Sun|Kim Do|Bashar Rahal|Gisella Marengo|Yoana Petrova|Vladimir Vladimirov|Katarzyna Wolenjino|David Mason Chlopecki|Alexandrina Vladova|Aleksandrina Vladova|Guerguina Ilieva|Stefka Berova|Vangelista Karadjova|Vangelitsa Karadjova|Blagovesta Cakova|Svetlana Vasileva|Zornista Stoicheva|Zornitsa Stoicheva|Zhenia Zheleva|Nikol Vasileva|Adriana Kalcheva,4.1,109,34,24%,Marcus Nispel,"Action&Adventure,ScienceFiction&Fantasy",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Aug19,2011 wide","Nov 22, 2011","R (for strong bloody violence, some sexuality and nudity)",0,0,0,0,0,1,112 minutes,Lionsgate,"Joshua Oppenheimer, Thomas Dean Donnelly, Sean Hood"
191,Confirmation,3.7,74%,"$21,300,000",Kerry Washington|Wendell Pierce|Greg Kinnear|Alison Wright|Eric Stonestreet|Jeffrey Wright|Jennifer Hudson|Dylan Baker|Erika Christensen|Peter McRobbie|Bill Irwin|Treat Williams,6.7,8,34,81%,Rick Famuyiwa,"Drama,Television",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,"Apr16,2016 limited","Aug 2, 2016",NR,0,0,1,0,0,0,120 minutes,ABC Signature Studios,Susannah Grant
192,"Connected An Autoblogography About Love, Death & Technology",3.1,46%,"$13,304",Peter Coyote|Tiffany Shlain|Dale Andrade|Zbigniew Brzezinski|Corrado Cantatore|Jonathan Clarke|Carl Colby|Barbara H. Colby|Daren Flitcroft|Donald Gregg|Seymour Hersh|Fisher Howe|Thomas Hughes|Oleg Kalugin|Bob Kerrey|John Langan|James Lilley|Edward N. Luttwak|Thomas McCoy|Robert McFarlane|Elizabeth McIntosh|H.R. McMaster|Prof. Hugh Montgomery|John Nagl|Rufus Phillips|Walter Pincus|Donald Rumsfeld|James R. Schlesinger|Daniel Schorr|Gen. Brent Scowcroft|Laurence Silberman|John K. Singlaub|Barbara Pindar Smith|Joseph W. Smith|Evan Thomas|Hugh Tovar|Judge William Webster|Tim Weiner|Bob Woodward|Steve Young,5.2,9,5,36%,Tiffany Shlain,"Documentary,SpecialInterest",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,"Sep16,2011 limited","Mar 11, 2013",PG,0,0,0,1,0,0,82 minutes,Paladin Films,"Tiffany Shlain, Carlton Evans, Ken Goldberg, Sawyer Steele, Swayer Steele"
193,Countdown to Zero,3.7,72%,"$271,323",Valerie Plame Wilson|Valerine Plame Wilson|Rolf Mowatt-Larssen|Lawrence Scott Sheets|Zia Mian|Pervez Musharraf|Mike Chinoy|Alexander Glaser|Matthew Bunn|Allison Graham|Pervez Hoodbhoy|Tony Blair|Andrew Koch|Rashid Ahmed|Joe Cirincione|Jeffrey Lewis|Bruce Blair|Roger Molander|Jimmy Carter|Mikhail Gorbachev|Zbigniew Brzezinski|Ira Helfland|Ira Helfand|Frank von Hippel|R. Scott Kemp|Richard Cizik|Robert McNamara|F.W. de Klerk|Thomas d'Agostino|Richard Burt|James Baker III|Gary Oldman,6.7,18,70,80%,Lucy Walker,"Documentary,SpecialInterest",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,"Jul23,2010 wide","Nov 23, 2010","PG (for thematic material, images of destruction and incidental smoking)",0,0,0,1,0,0,90 minutes,Magnolia Pictures,Lucy Walker
194,Cousin Jules,4.2,83%,"$271,323",N/A,8.3,0,15,100%,Dominique Benicheti,Documentary,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nov27,2013 limited","Jun 3, 2014",NR,0,0,1,0,0,0,91 minutes,Cinema Guild,Lucy Walker
195,Cracks,3.2,48%,"$17,595",Adele McCann|Sinead Cusack|Eva Green|Juno Temple|Mara Valverde|Imogen Poots|Clemmie Dugdale|Ellie Nunn|Zoe Carroll,5.5,27,21,44%,Jordan Scott (II),"Drama,Mystery&Suspense",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,"Mar18,2011 limited","Jul 19, 2011","R (for some sexuality, nudity and a disturbing attack)",0,0,0,0,0,1,107 minutes,IFC Films,"Jordan Scott (II), Ben Court, Caroline Ip"
196,Craigslist Joe,3.6,64%,"$17,595","Joseph Garner|David Garner|Michael Garner|Angelique Sheppard|Uday Sehgal|Juliane Mesiroff|Nathan Stuart|Sarah Boos|Tony Topete|Joanne Licardo|Rachel Holbrook|Susan Harmon|Walter Sherrick|Rachel Harmon|Mohammed Al-Maly|Kristen Bargender|Lara Margelofsky|Brian ""B. Rock"" Ekerman|Daisy Saenz|Dustin Schneider|Justin Jahnke|Ika Robinson|Gina Keatley|Melissa Galusky|Jake Boldt|Leonard ""The Human Jukebox"" Fleming|Sergio Cisneros|World Famous Bushman|Carlos Bazan|Jorge Rodriguez",3.4,4,1,20%,Joseph Garner,"Action&Adventure,Documentary,SpecialInterest",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,"Aug2,2012 limited","Oct 29, 2012",NR,0,0,1,0,0,0,90 minutes,Independent Pictures,"Jordan Scott (II), Ben Court, Caroline Ip"
197,Crawford,3.8,72%,"$17,595",Misti Turbeville|Norma Nelson-Crow|Bill Holmes|Tom Warlick,7.7,0,5,100%,David Modigliani,"Documentary,SpecialInterest",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,"Oct6,2008 wide","Jun 2, 2009",NR,0,0,1,0,0,0,74 minutes,Live Action Projects,David Modigliani
198,Creature,2.1,17%,"$327,000",Grimley|Amanda Fuller|Serinda Swan|Sid Haig|Mehcad Brooks|Dillon Casey|Lauren Schneider|Aaron Hill|Pruitt Taylor Vince|Daniel Bernhardt,2.9,25,3,11%,Fred Andrews,"Horror,Mystery&Suspense",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,"Sep9,2011 wide","Mar 20, 2012","R (for bloody violence and grisly images, some sexual content, graphic)",0,0,0,0,0,1,93 minutes,Independent Pictures,"Tracy Morse, Fred Andrews"
199,Creepy,3.3,57%,"$327,000",Yuko Takeuchi|Hidetoshi Nishijima|Teruyuki Kagawa|Haruna Kawaguchi|Ryoko Fujino,7.3,2,37,95%,Kiyoshi Kurosawa,Drama,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Oct21,2016 limited","Feb 28, 2017",NR,0,0,1,0,0,0,130 minutes,Shochiku Co. Ltd,Kiyoshi Kurosawa
